Año,Mes,Region,Frecuencia,fuente
2023,Junio,Región de Arica y Parinacota,1,CEAD
2023,Junio,Región de Tarapacá,2,CEAD
2023,Junio,Región de Antofagasta,4,CEAD
2023,Junio,Región de Atacama,3,CEAD
2023,Junio,Región de Coquimbo,4,CEAD
2023,Junio,Región de Valparaíso,15,CEAD
2023,Junio,Región Metropolitana de Santiago,26,CEAD
2023,Junio,Región del Libertador Gral. Bernardo O’Higgins,3,CEAD
2023,Junio,Región del Maule,4,CEAD
2023,Junio,Región de Ñuble,2,CEAD
2023,Junio,Región del Biobío,10,CEAD
2023,Junio,Región de La Araucanía,1,CEAD
2023,Junio,Región de Los Ríos,0,CEAD
2023,Junio,Región de Los Lagos,2,CEAD
2023,Junio,Región de Aysén del Gral. Carlos Ibáñez del Campo,0,CEAD
2023,Junio,Región de Magallanes y de la Antártica Chilena,1,CEAD
