Año,Mes,Region,Frecuencia,fuente
2021,Agosto,Región de Arica y Parinacota,3,CEAD
2021,Agosto,Región de Tarapacá,4,CEAD
2021,Agosto,Región de Antofagasta,0,CEAD
2021,Agosto,Región de Atacama,1,CEAD
2021,Agosto,Región de Coquimbo,1,CEAD
2021,Agosto,Región de Valparaíso,5,CEAD
2021,Agosto,Región Metropolitana de Santiago,26,CEAD
2021,Agosto,Región del Libertador Gral. Bernardo O’Higgins,2,CEAD
2021,Agosto,Región del Maule,0,CEAD
2021,Agosto,Región de Ñuble,2,CEAD
2021,Agosto,Región del Biobío,8,CEAD
2021,Agosto,Región de La Araucanía,3,CEAD
2021,Agosto,Región de Los Ríos,0,CEAD
2021,Agosto,Región de Los Lagos,1,CEAD
2021,Agosto,Región de Aysén del Gral. Carlos Ibáñez del Campo,0,CEAD
2021,Agosto,Región de Magallanes y de la Antártica Chilena,0,CEAD
