Año,Mes,Region,Frecuencia,fuente
2022,Abril,Región de Arica y Parinacota,1,CEAD
2022,Abril,Región de Tarapacá,1,CEAD
2022,Abril,Región de Antofagasta,1,CEAD
2022,Abril,Región de Atacama,0,CEAD
2022,Abril,Región de Coquimbo,3,CEAD
2022,Abril,Región de Valparaíso,6,CEAD
2022,Abril,Región Metropolitana de Santiago,20,CEAD
2022,Abril,Región del Libertador Gral. Bernardo O’Higgins,3,CEAD
2022,Abril,Región del Maule,1,CEAD
2022,Abril,Región de Ñuble,0,CEAD
2022,Abril,Región del Biobío,12,CEAD
2022,Abril,Región de La Araucanía,2,CEAD
2022,Abril,Región de Los Ríos,0,CEAD
2022,Abril,Región de Los Lagos,0,CEAD
2022,Abril,Región de Aysén del Gral. Carlos Ibáñez del Campo,0,CEAD
2022,Abril,Región de Magallanes y de la Antártica Chilena,0,CEAD
