Año,Mes,Region,Frecuencia,fuente
2019,Diciembre,Región de Arica y Parinacota,1,CEAD
2019,Diciembre,Región de Tarapacá,0,CEAD
2019,Diciembre,Región de Antofagasta,4,CEAD
2019,Diciembre,Región de Atacama,3,CEAD
2019,Diciembre,Región de Coquimbo,6,CEAD
2019,Diciembre,Región de Valparaíso,10,CEAD
2019,Diciembre,Región Metropolitana de Santiago,39,CEAD
2019,Diciembre,Región del Libertador Gral. Bernardo O’Higgins,3,CEAD
2019,Diciembre,Región del Maule,2,CEAD
2019,Diciembre,Región de Ñuble,0,CEAD
2019,Diciembre,Región del Biobío,7,CEAD
2019,Diciembre,Región de La Araucanía,6,CEAD
2019,Diciembre,Región de Los Ríos,1,CEAD
2019,Diciembre,Región de Los Lagos,2,CEAD
2019,Diciembre,Región de Aysén del Gral. Carlos Ibáñez del Campo,0,CEAD
2019,Diciembre,Región de Magallanes y de la Antártica Chilena,0,CEAD
