Año,Mes,Region,Frecuencia,fuente
2021,Febrero,Región de Arica y Parinacota,1,CEAD
2021,Febrero,Región de Tarapacá,2,CEAD
2021,Febrero,Región de Antofagasta,1,CEAD
2021,Febrero,Región de Atacama,1,CEAD
2021,Febrero,Región de Coquimbo,2,CEAD
2021,Febrero,Región de Valparaíso,7,CEAD
2021,Febrero,Región Metropolitana de Santiago,14,CEAD
2021,Febrero,Región del Libertador Gral. Bernardo O’Higgins,5,CEAD
2021,Febrero,Región del Maule,2,CEAD
2021,Febrero,Región de Ñuble,3,CEAD
2021,Febrero,Región del Biobío,6,CEAD
2021,Febrero,Región de La Araucanía,1,CEAD
2021,Febrero,Región de Los Ríos,1,CEAD
2021,Febrero,Región de Los Lagos,3,CEAD
2021,Febrero,Región de Aysén del Gral. Carlos Ibáñez del Campo,0,CEAD
2021,Febrero,Región de Magallanes y de la Antártica Chilena,0,CEAD
