Año,Mes,Region,Frecuencia,fuente
2022,Septiembre,Región de Arica y Parinacota,0,CEAD
2022,Septiembre,Región de Tarapacá,2,CEAD
2022,Septiembre,Región de Antofagasta,8,CEAD
2022,Septiembre,Región de Atacama,2,CEAD
2022,Septiembre,Región de Coquimbo,7,CEAD
2022,Septiembre,Región de Valparaíso,13,CEAD
2022,Septiembre,Región Metropolitana de Santiago,42,CEAD
2022,Septiembre,Región del Libertador Gral. Bernardo O’Higgins,5,CEAD
2022,Septiembre,Región del Maule,3,CEAD
2022,Septiembre,Región de Ñuble,0,CEAD
2022,Septiembre,Región del Biobío,9,CEAD
2022,Septiembre,Región de La Araucanía,6,CEAD
2022,Septiembre,Región de Los Ríos,0,CEAD
2022,Septiembre,Región de Los Lagos,6,CEAD
2022,Septiembre,Región de Aysén del Gral. Carlos Ibáñez del Campo,2,CEAD
2022,Septiembre,Región de Magallanes y de la Antártica Chilena,0,CEAD
