Año,Mes,Region,Frecuencia,fuente
2021,Octubre,Región de Arica y Parinacota,1,CEAD
2021,Octubre,Región de Tarapacá,5,CEAD
2021,Octubre,Región de Antofagasta,2,CEAD
2021,Octubre,Región de Atacama,1,CEAD
2021,Octubre,Región de Coquimbo,2,CEAD
2021,Octubre,Región de Valparaíso,4,CEAD
2021,Octubre,Región Metropolitana de Santiago,37,CEAD
2021,Octubre,Región del Libertador Gral. Bernardo O’Higgins,3,CEAD
2021,Octubre,Región del Maule,6,CEAD
2021,Octubre,Región de Ñuble,2,CEAD
2021,Octubre,Región del Biobío,10,CEAD
2021,Octubre,Región de La Araucanía,2,CEAD
2021,Octubre,Región de Los Ríos,4,CEAD
2021,Octubre,Región de Los Lagos,1,CEAD
2021,Octubre,Región de Aysén del Gral. Carlos Ibáñez del Campo,0,CEAD
2021,Octubre,Región de Magallanes y de la Antártica Chilena,0,CEAD
