Año,Mes,Region,Frecuencia,fuente
2018,Octubre,Región de Arica y Parinacota,0,CEAD
2018,Octubre,Región de Tarapacá,2,CEAD
2018,Octubre,Región de Antofagasta,1,CEAD
2018,Octubre,Región de Atacama,1,CEAD
2018,Octubre,Región de Coquimbo,0,CEAD
2018,Octubre,Región de Valparaíso,6,CEAD
2018,Octubre,Región Metropolitana de Santiago,29,CEAD
2018,Octubre,Región del Libertador Gral. Bernardo O’Higgins,0,CEAD
2018,Octubre,Región del Maule,3,CEAD
2018,Octubre,Región de Ñuble,0,CEAD
2018,Octubre,Región del Biobío,1,CEAD
2018,Octubre,Región de La Araucanía,7,CEAD
2018,Octubre,Región de Los Ríos,1,CEAD
2018,Octubre,Región de Los Lagos,2,CEAD
2018,Octubre,Región de Aysén del Gral. Carlos Ibáñez del Campo,0,CEAD
2018,Octubre,Región de Magallanes y de la Antártica Chilena,0,CEAD
