Año,Mes,Region,Frecuencia,fuente
2020,Agosto,Región de Arica y Parinacota,0,CEAD
2020,Agosto,Región de Tarapacá,1,CEAD
2020,Agosto,Región de Antofagasta,3,CEAD
2020,Agosto,Región de Atacama,0,CEAD
2020,Agosto,Región de Coquimbo,0,CEAD
2020,Agosto,Región de Valparaíso,8,CEAD
2020,Agosto,Región Metropolitana de Santiago,34,CEAD
2020,Agosto,Región del Libertador Gral. Bernardo O’Higgins,1,CEAD
2020,Agosto,Región del Maule,5,CEAD
2020,Agosto,Región de Ñuble,1,CEAD
2020,Agosto,Región del Biobío,3,CEAD
2020,Agosto,Región de La Araucanía,1,CEAD
2020,Agosto,Región de Los Ríos,2,CEAD
2020,Agosto,Región de Los Lagos,2,CEAD
2020,Agosto,Región de Aysén del Gral. Carlos Ibáñez del Campo,0,CEAD
2020,Agosto,Región de Magallanes y de la Antártica Chilena,0,CEAD
