Año,Mes,Region,Frecuencia,fuente
2021,Junio,Región de Arica y Parinacota,0,CEAD
2021,Junio,Región de Tarapacá,2,CEAD
2021,Junio,Región de Antofagasta,0,CEAD
2021,Junio,Región de Atacama,0,CEAD
2021,Junio,Región de Coquimbo,1,CEAD
2021,Junio,Región de Valparaíso,3,CEAD
2021,Junio,Región Metropolitana de Santiago,28,CEAD
2021,Junio,Región del Libertador Gral. Bernardo O’Higgins,3,CEAD
2021,Junio,Región del Maule,4,CEAD
2021,Junio,Región de Ñuble,1,CEAD
2021,Junio,Región del Biobío,4,CEAD
2021,Junio,Región de La Araucanía,1,CEAD
2021,Junio,Región de Los Ríos,0,CEAD
2021,Junio,Región de Los Lagos,1,CEAD
2021,Junio,Región de Aysén del Gral. Carlos Ibáñez del Campo,0,CEAD
2021,Junio,Región de Magallanes y de la Antártica Chilena,0,CEAD
