Año,Mes,Region,Frecuencia,fuente
2023,Enero,Región de Arica y Parinacota,0,CEAD
2023,Enero,Región de Tarapacá,10,CEAD
2023,Enero,Región de Antofagasta,4,CEAD
2023,Enero,Región de Atacama,2,CEAD
2023,Enero,Región de Coquimbo,5,CEAD
2023,Enero,Región de Valparaíso,10,CEAD
2023,Enero,Región Metropolitana de Santiago,42,CEAD
2023,Enero,Región del Libertador Gral. Bernardo O’Higgins,5,CEAD
2023,Enero,Región del Maule,9,CEAD
2023,Enero,Región de Ñuble,0,CEAD
2023,Enero,Región del Biobío,9,CEAD
2023,Enero,Región de La Araucanía,1,CEAD
2023,Enero,Región de Los Ríos,2,CEAD
2023,Enero,Región de Los Lagos,3,CEAD
2023,Enero,Región de Aysén del Gral. Carlos Ibáñez del Campo,1,CEAD
2023,Enero,Región de Magallanes y de la Antártica Chilena,2,CEAD
