Año,Mes,Region,Frecuencia,fuente
2020,Febrero,Región de Arica y Parinacota,1,CEAD
2020,Febrero,Región de Tarapacá,1,CEAD
2020,Febrero,Región de Antofagasta,3,CEAD
2020,Febrero,Región de Atacama,0,CEAD
2020,Febrero,Región de Coquimbo,3,CEAD
2020,Febrero,Región de Valparaíso,7,CEAD
2020,Febrero,Región Metropolitana de Santiago,40,CEAD
2020,Febrero,Región del Libertador Gral. Bernardo O’Higgins,3,CEAD
2020,Febrero,Región del Maule,6,CEAD
2020,Febrero,Región de Ñuble,0,CEAD
2020,Febrero,Región del Biobío,4,CEAD
2020,Febrero,Región de La Araucanía,2,CEAD
2020,Febrero,Región de Los Ríos,0,CEAD
2020,Febrero,Región de Los Lagos,4,CEAD
2020,Febrero,Región de Aysén del Gral. Carlos Ibáñez del Campo,0,CEAD
2020,Febrero,Región de Magallanes y de la Antártica Chilena,2,CEAD
