Año,Mes,Region,Frecuencia,fuente
2018,Enero,Región de Arica y Parinacota,2,CEAD
2018,Enero,Región de Tarapacá,3,CEAD
2018,Enero,Región de Antofagasta,1,CEAD
2018,Enero,Región de Atacama,0,CEAD
2018,Enero,Región de Coquimbo,3,CEAD
2018,Enero,Región de Valparaíso,1,CEAD
2018,Enero,Región Metropolitana de Santiago,30,CEAD
2018,Enero,Región del Libertador Gral. Bernardo O’Higgins,3,CEAD
2018,Enero,Región del Maule,4,CEAD
2018,Enero,Región de Ñuble,1,CEAD
2018,Enero,Región del Biobío,4,CEAD
2018,Enero,Región de La Araucanía,4,CEAD
2018,Enero,Región de Los Ríos,3,CEAD
2018,Enero,Región de Los Lagos,2,CEAD
2018,Enero,Región de Aysén del Gral. Carlos Ibáñez del Campo,0,CEAD
2018,Enero,Región de Magallanes y de la Antártica Chilena,1,CEAD
