Año,Mes,Region,Frecuencia,fuente
2020,Julio,Región de Arica y Parinacota,0,CEAD
2020,Julio,Región de Tarapacá,1,CEAD
2020,Julio,Región de Antofagasta,3,CEAD
2020,Julio,Región de Atacama,0,CEAD
2020,Julio,Región de Coquimbo,0,CEAD
2020,Julio,Región de Valparaíso,6,CEAD
2020,Julio,Región Metropolitana de Santiago,40,CEAD
2020,Julio,Región del Libertador Gral. Bernardo O’Higgins,5,CEAD
2020,Julio,Región del Maule,4,CEAD
2020,Julio,Región de Ñuble,0,CEAD
2020,Julio,Región del Biobío,11,CEAD
2020,Julio,Región de La Araucanía,3,CEAD
2020,Julio,Región de Los Ríos,1,CEAD
2020,Julio,Región de Los Lagos,2,CEAD
2020,Julio,Región de Aysén del Gral. Carlos Ibáñez del Campo,0,CEAD
2020,Julio,Región de Magallanes y de la Antártica Chilena,0,CEAD
