Año,Mes,Region,Frecuencia,fuente
2018,Julio,Región de Arica y Parinacota,0,CEAD
2018,Julio,Región de Tarapacá,1,CEAD
2018,Julio,Región de Antofagasta,1,CEAD
2018,Julio,Región de Atacama,3,CEAD
2018,Julio,Región de Coquimbo,3,CEAD
2018,Julio,Región de Valparaíso,3,CEAD
2018,Julio,Región Metropolitana de Santiago,24,CEAD
2018,Julio,Región del Libertador Gral. Bernardo O’Higgins,1,CEAD
2018,Julio,Región del Maule,6,CEAD
2018,Julio,Región de Ñuble,1,CEAD
2018,Julio,Región del Biobío,3,CEAD
2018,Julio,Región de La Araucanía,3,CEAD
2018,Julio,Región de Los Ríos,1,CEAD
2018,Julio,Región de Los Lagos,1,CEAD
2018,Julio,Región de Aysén del Gral. Carlos Ibáñez del Campo,0,CEAD
2018,Julio,Región de Magallanes y de la Antártica Chilena,1,CEAD
