Año,Mes,Region,Frecuencia,fuente
2021,Abril,Región de Arica y Parinacota,3,CEAD
2021,Abril,Región de Tarapacá,3,CEAD
2021,Abril,Región de Antofagasta,1,CEAD
2021,Abril,Región de Atacama,2,CEAD
2021,Abril,Región de Coquimbo,1,CEAD
2021,Abril,Región de Valparaíso,4,CEAD
2021,Abril,Región Metropolitana de Santiago,21,CEAD
2021,Abril,Región del Libertador Gral. Bernardo O’Higgins,1,CEAD
2021,Abril,Región del Maule,2,CEAD
2021,Abril,Región de Ñuble,1,CEAD
2021,Abril,Región del Biobío,4,CEAD
2021,Abril,Región de La Araucanía,0,CEAD
2021,Abril,Región de Los Ríos,1,CEAD
2021,Abril,Región de Los Lagos,3,CEAD
2021,Abril,Región de Aysén del Gral. Carlos Ibáñez del Campo,0,CEAD
2021,Abril,Región de Magallanes y de la Antártica Chilena,0,CEAD
