Año,Mes,Region,Frecuencia,fuente
2022,Febrero,Región de Arica y Parinacota,1,CEAD
2022,Febrero,Región de Tarapacá,0,CEAD
2022,Febrero,Región de Antofagasta,3,CEAD
2022,Febrero,Región de Atacama,0,CEAD
2022,Febrero,Región de Coquimbo,7,CEAD
2022,Febrero,Región de Valparaíso,8,CEAD
2022,Febrero,Región Metropolitana de Santiago,36,CEAD
2022,Febrero,Región del Libertador Gral. Bernardo O’Higgins,2,CEAD
2022,Febrero,Región del Maule,1,CEAD
2022,Febrero,Región de Ñuble,1,CEAD
2022,Febrero,Región del Biobío,11,CEAD
2022,Febrero,Región de La Araucanía,6,CEAD
2022,Febrero,Región de Los Ríos,1,CEAD
2022,Febrero,Región de Los Lagos,5,CEAD
2022,Febrero,Región de Aysén del Gral. Carlos Ibáñez del Campo,1,CEAD
2022,Febrero,Región de Magallanes y de la Antártica Chilena,1,CEAD
