Año,Mes,Region,Frecuencia,fuente
2022,Agosto,Región de Arica y Parinacota,2,CEAD
2022,Agosto,Región de Tarapacá,3,CEAD
2022,Agosto,Región de Antofagasta,1,CEAD
2022,Agosto,Región de Atacama,2,CEAD
2022,Agosto,Región de Coquimbo,6,CEAD
2022,Agosto,Región de Valparaíso,10,CEAD
2022,Agosto,Región Metropolitana de Santiago,35,CEAD
2022,Agosto,Región del Libertador Gral. Bernardo O’Higgins,1,CEAD
2022,Agosto,Región del Maule,4,CEAD
2022,Agosto,Región de Ñuble,4,CEAD
2022,Agosto,Región del Biobío,9,CEAD
2022,Agosto,Región de La Araucanía,2,CEAD
2022,Agosto,Región de Los Ríos,0,CEAD
2022,Agosto,Región de Los Lagos,1,CEAD
2022,Agosto,Región de Aysén del Gral. Carlos Ibáñez del Campo,0,CEAD
2022,Agosto,Región de Magallanes y de la Antártica Chilena,0,CEAD
