Año,Mes,Region,Frecuencia,fuente
2019,Octubre,Región de Arica y Parinacota,1,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)"
2019,Octubre,Región de Tarapacá,8,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)"
2019,Octubre,Región de Antofagasta,9,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)"
2019,Octubre,Región de Atacama,4,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)"
2019,Octubre,Región de Coquimbo,9,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)"
2019,Octubre,Región de Valparaíso,21,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)"
2019,Octubre,Región Metropolitana de Santiago,94,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)"
2019,Octubre,Región del Libertador Gral. Bernardo O’Higgins,10,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)"
2019,Octubre,Región del Maule,12,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)"
2019,Octubre,Región de Ñuble,0,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)"
2019,Octubre,Región del Biobío,11,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)"
2019,Octubre,Región de La Araucanía,14,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)"
2019,Octubre,Región de Los Ríos,4,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)"
2019,Octubre,Región de Los Lagos,6,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)"
2019,Octubre,Región de Aysén del Gral. Carlos Ibáñez del Campo,1,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)"
2019,Octubre,Región de Magallanes y de la Antártica Chilena,1,"Ministerio Público, los cuales se extraen desde el sistema informático de apoyo a los Fiscales (SAF)"
